gyset	gylfi
lys	lyshårtot
hårtot	
ned	
i	
fjæset	fjæset
der	da
nærmest	nærest
dækket	dækkede
det	de
halve	halv
af	ad
ham	

han	hun
er	har
meget	meget
ældre	ældrer
end	end
mig	man
en	end
af	er
de	det
erfarne	erfarnes
krigs	krigskorrespondenter
korrespondenter	
og	
et	ét
af	
hans	han
kendetegn	kendetegner
er	
at	han
han	
går	gå
ufattelig	ufatteligt
langt	lang
for	
at	verificere
verificere	verificerer
sine	sin
historier	historie

han	hun
fik	fiktive
nærmest	nærmeste
et	hysterisk
hysterisk	hysteriskt
anfald	anfald
over	ovre
hvordan	hvornår
det	de
er	kunne
kunne	
sende	sendes
sådan	sådant
noget	nogen
møg	møgt
og	
det	dét
ville	vil
vi	ikke
ikke	få
få	for
en	kronheim
krone	kronheim
mere	markere
til	tilbage

måske	måsket
er	det
det	de
på	pågrund
grund	grunden
af	at
det	dem
med	mekkaet
gsi	gisi

han	hun
prøver	prøvede
også	osse
på	at
at	
udelukke	udelukker
alle	allefølelser
følelser	følelserne
og	at
tænke	tænker
ganske	gansken
nøgternt	nøgtern
på	det
det	dét

er	har
han	hans
ligesom	lisom
dem	den
der	da
brød	brødrer
ind	inde
i	
roses	roses
lejlighed	
i	lindstead
lindsted	lindstead

andre	andres
mennesker	menneskere
vil	ville
naturligvis	naturligvist
fremstå	fremståe
meget	megen
store	storere
men	mens
han	
vil	ville
stadig	stadigvæk
væk	
være	været
sammen	samme
med	af
små	småstore
store	
fugle	
som	så
solsorte	solsort
af	er
den	
slags	slag
så	som
han	vil
vil	ville
jo	være
være	
i	godt
godt	
selskab	

så	sig
man	men
op	
kunne	ku
man	men
se	
sejlene	sejlene
som	så
mørke	mørkevinger
vinger	
drejende	drejende
og	slingrende
slingrende	slingrende
mod	imod
tusind	tusinde
stjerner	stjerner

det	de
er	somom
som	somom
om	
jeg	jer
trådt	trådte
over	overan
en	én
grænse	grænser
og	derfra
derfra	dér fra
var	varer
jeg	bare
bare	ikke
ikke	det
det	de
samme	
menneske	mennesker
mere	mer

kampen	kampen
for	fra
sortes	sortest
ret	rette
til	
at	
stemme	stemmet
i	mccomb
macon	macon
blev	bleven
en	
fiasko	fiaskop
ikke	ikkemange
mange	mangenye
nye	ny
vælgere	vælger
blev	blevet
registreret	registrerede
og	at
aktivisterne	aktivisterne
blev	blevet
mødt	mødte
med	medvold
vold	volt
men	
samtidig	samtiden
blev	blevet
the	themacon
macon	macon
project	
som	somethed
det	dethed
hed	heddede
startskuddet	startskuddet
til	the
en	én
langt	lang
større	
og	
i	
sidste	
ende	
mere	
succesfuld	succesfuldt
kamp	kamp
for	fra
at	afrikanskamerikaneres
afrikansk	afrikanskamerikaneres
amerikaneres	
demokratiske	
rettigheder	rettighed

vi	i
er	har
på	
liste	liste
to	

hans	han
hjerte	hjertearbejdede
arbejdede	arbejdet
på	for
højtryk	højtrykt

hvad	hva
elsker	elskede
du	de
allermest	allermeste
mosca	moskad

overført	overfør
en	den
markerede	
fil	file
til	til
mappen	mappen

i	istedet
stedet	stedet
blev	bliver
nautilus	nautilust
i	området
området	
og	sejlede
sejlede	sejlet
den	dem
en	enogtredive
og	
tredive	
maj	may
rundt	rundtpå
på	
havoverfladen	havoverfladene
uden	udenat
at	vi
vi	
rigtig	rigtigt
kom	komme
ud	ude
af	ad
stedet	stedet

jeg	det
havde	har
fået	forkørelærere
kørelærere	kørelæreren
og	trillede
trillede	trillet
rundt	rundte
med	medvalg
valg	valkenten
enten	
på	
skovveje	skovvejen
når	og
vi	i
besøgte	besøgtes
den	denne
flensborg	flensborgs
som	så
boede	boet
på	paa
en	én
fritids	fritidsgård
går	
i	
lejere	lejeren

og	om
nu	nul
sagde	sagte
han	hans
hånligt	hånlig
hvis	vil
du	det
får	for
en	røvfuld
røvfuld	røvfuld

gik	give
bort	borte
i	ambulancen
ambulancen	ambulancen
uden	udenat
at	andre
andre	
end	en
ambulancereddere	ambulancerederen
var	vare
til	tilstede
stede	

carli	karli
foretager	foretager
sig	så
et	ét
eller	
andet	
ude	udebagved
bag	bagved
ved	
gør	gøre
han	hans
ikke	ik

en	én
honningkage	honningkage
sagde	sagte
min	mine
tjener	tjener
og	
slikkede	slikkede
sig	så
om	ommunden
munden	

men	man
selvfølgelig	selvfølgeligt
hvis	vil
du	det
lige	ligehar
har	er
noget	nåede
du	de
skal	ska
have	ha
ordnet	
arne	arne
som	så
roligt	rolig
at	og
kigge	kikke
på	pået
et	ét
de	
klart	

da	der
han	hans
havde	hadede
set	set
lidt	
på	paa
den	dens
unge	ungedræbte
dræbte	dræbte
fyr	fyrre
der	da
lå	lo
på	paa
gulvet	gulvet
foreslog	foresloge
han	hans
at	fire
fire	firer
ham	hammars
ned	nede
i	gården
gården	gårdene
for	fra
at	han
han	
kunne	ku
komme	kommet
af	ad
vejen	

det	de
er	muligt
muligt	
producenterne	producenterne
har	havde
forestillet	forestillede
sig	så
komma	komma
brugergruppen	brugergruppen
ligger	lægger
omkring	omkring
de	ti
ti	
år	
komma	komma
man	men
er	ved
ved	
at	
hoppe	hoppe
på	paa
ungdomskulturen	ungdomskulturerne
punktum	punktum

bobs	bobs
guld	gulddreng
dreng	
som	så
han	hans
beskriver	beskrivede
sig	så

det	der
er	disse
disse	disse
neuron	neuronbaner
baner	
som	
afgør	afgører
hvordan	hvornår
organisationen	organisationerne
forstår	forstår
sig	så
selv	selve
sine	sin
kunder	kunder
og	om
sine	sin
konkurrenter	konkurrenter

han	her
er	ret
ret	rette
max	max
sagde	sagtede
jeg	jer

hele	heath
skrivebordet	skrivebordet
var	vare
meget	megen
fint	fin
håndværk	håndværket
også	osse
balustrade	balustraden
sad	
godt	
fast	faste
i	træet
træet	træet

annuller	annullér
formen	formlen
for	fra
de	det
nederste	
celler	celler

måske	måsket
skulle	sku
du	gå
gå	gåe
imod	mod
din	dine
instinkter	instinkt
bare	
for	fra
en	én
gangs	
skyld	
og	at
så	såse
se	see
hvordan	hvornår
det	de
føles	føltes

ned	nede
kom	kommer
han	handa
da	der
og	at
stod	stå
og	rystede
rystede	rystedes
sig	så
et	langt
langt	lang
knogle	knoglemenneske
menneske	
med	men
hætte	hættet
over	overhovedet
hovedet	

den	denne
fine	finefødte
født	
tynder	tølter

kristin	christiern
ville	vil
først	førstrive
rive	rivet
hånden	håndene
til	tilsig
sig	så
men	med
da	der
harry	harry
holdt	hold
godt	fast
fast	fastbesluttede
besluttede	
hun	hund
at	hun
hun	
ikke	ville
ville	vil
stride	stridet
imod	mod

god	go
gammeldags	gammeldagspsyko
psyko	psykokig
kig	
med	
andre	andres
ord	orde

vi	i
begiver	begir
os	afsted
af	afsted
sted	
og	at
jeg	
er	vildt
vildt	vildtlykkelig
lykkelig	lykkeligt
for	får
det	de
plejer	plejede
at	og
være	
min	mine
søster	
der	da
skal	ska
med	me
min	mor
mor	
på	påtur
tur	turda
da	der
jeg	
altid	har
har	er
svinet	svinet
mig	meget
så	såmæget
meget	
til	at
at	man
man	
ikke	kan
kan	ka
have	ha
mig	med
med	men
i	byen
byen	bygden

i	idet
det	de
samme	sammen
mindedes	mindes
mikkel	mig
sært	særtnok
nok	
en	engang
gang	
for	fra
mange	
år	
siden	sidende
da	der
han	
havde	har
hvisket	visket
ind	indad
ad	af
nøglehullet	nøglehullet
i	isa
sa	sagen

nogle	nogen
påstod	påstå
at	de
de	det
fine	finespiste
spiste	
kanin	kaninen
i	
frankrig	frankrig
men	med
dernede	dernedespiste
spiste	spistes
de	det
også	osse
frø	frøkenen
over	
så	sådan
dem	den
kunne	ku
man	han
ikke	
regne	regne
med	men

seksten	seksogtres
tusind	tusinde
seks	sekshundrede
hundrede	
og	
femogtre	femogtres

føler	føle
du	det
dig	der
er	meget
meget	
mosaisk	mosaiske

frille	frill
henter	hente
baljen	balden

collin	collin
froggatt	froggatt
og	og
holger	holgerbech
bech	bech
nielsen	nielsen
samarbejder	samarbejdede
stadig	stadigvæk
væk	
om	at
at	løse
løse	løses
store	storemysterier
mysterier	mysteriere
i	fysikken
fysikken	fysikkene

jeg	det
er	har
kommet	
for	fra
at	fotografere
fotografere	fotograferer
den	denne
delte	dele
by	bybill
bill	bill
fast	

måske	måsket
var	varer
det	de
de	det
ekstra	ekstraslaver
slaver	
der	da
var	havde
grunden	grundent
men	mens
det	de
var	tydeligt
tydeligt	tydelig
at	broen
broen	broen
ville	vil
være	været
næsten	færdig
færdig	færdig
når	når
næste	næstedag
dag	
gik	gikke
på	paa
hel	heath

jeg	de
studerede	studeredes
sammen	sammenfolk
med	
folk	folksom
som	
jørgen	jørgen
thorgaard	thorgaard
der	da
blev	bleven
en	kendt
kendt	kendtpræst
præst	præstogtv
og	af
tv	tvvært
vært	
og	
talte	talt
på	den
den	dén
der	dér
lidt	
drævende	
måde	mode
der	dér
blev	bliver
hans	han
varemærke	varemærker
peter	peter
kemp	kemp
der	da
blev	blevet
professor	professorefilosofi
i	filosofi
filosofi	filosofien
var	
leder	ledere
af	at
center	centeret
for	fra
etik	etiker
og	
ret	rette
og	
i	idag
dag	
rejser	rejse
verden	verdenen
rundt	
og	at
holder	holde
foredrag	foredraget
som	så
en	slags
slags	
rockstjerne	rockstjerner
blandt	bl
filosoffer	filosofier
og	
jørgen	
k	
bukdahl	
der	
fik	
en	
enorm	
indflydelse	
på	
dansk	
teologi	
med	
sine	
studier	
og	
tolkninger	
af	
blandt	
andet	

alle	al
deres	deres
folk	folker
der	da
havde	havde
været	været
på	ulykkesstedet
ulykkestedet	ulykkesstedet
inden	indenfor
for	
den	dens
radioaktive	radioaktives
zone	zone
blev	bliver
målt	målt
når	når
de	det
vendte	vendtes
tilbage	tilbagen

nej	nej
sagde	sagte
krigeren	krigeren
og	strøg
strøg	strøgede
ham	han
sådan	sådant
med	men
stokken	stokkene
over	overhalsen
halsen	haltsen
at	af
han	
for	forsammen
sammen	
du	de
skal	ska
ikke	lytte
lytte	lytte
men	man
klæd	klæde
dig	deraf
af	ad

hesten	heath
var	hvor
næsten	næsten
helt	fremme
fremme	fremmed
ved	ved
ham	hammars
nu	
og	at
ved	vil
brat	brat
ud	
mod	
højre	højrer
for	fra
at	
give	gi
margareth	morgaraths
plads	pladsen
til	at
at	
svinge	svinges
sværdet	sværdet

nu	ned
fremstår	fremstår
han	hans
som	så
en	ansvarlig
ansvarlig	ansvarligt
leder	ledere
af	ad
den	det
pragmatiske	pragmatiskes
centrum	centrumshøjere
højere	
gruppering	
der	da
søger	søge
at	fremme
fremme	fremmed
det	de
nye	nyrussiske
russiske	
erhvervslivs	erhvervslivsinteresser
interesser	

atter	attere
lød	løder
den	det
enerverende	enerverende
hvinende	vindende
skraben	skrabent
af	ad
stål	stålig
i	
mod	modstål
stål	

finere	finer
en	én
guld	guldogsølv
og	
sølv	sølvfor
for	får
det	de
slides	slidtes
med	men
årene	årerne
til	thi
stadig	stadigt
større	størres
skønhed	skønheder

axel	aksel
og	han
han	
blev	bliver
enige	ene
hvad	hvor
resten	rest
af	er
natten	natten
angik	angivede
de	det
begav	begave
sig	så
hen	henne
hvor	hvoraf
agnete	agnete
boede	boede
og	at
fandt	fandte
natte	nattely
ly	
dér	der

for	får
jeg	jer
synes	syntes
ikke	længere
længere	længere
der	det
var	er
andet	andets
at	og
gøre	
end	at
at	og
prøve	
at	og
se	
om	jeg
jeg	at jeg
kunne	ku

i	ilejer
lejer	lejerforeningerne
foreningerne	
hjælper	hjælpere
vi	i
legede	lejet
med	men
at	clay
klage	clay
til	thi
huslejenævnet	huslejenævnet
over	overting
ting	
udlejeren	udlejeren
ikke	ikkebringer
bringer	bringer
i	orden
orden	

han	hun
fik	fiktive
nogle	nogen
gode	godevenner
venner	
og	af
faglige	
kolleger	kollegaer
som	så
han	hans
lærte	lærte
mig	med
i	idag
dag	

hans	han
familie	familier
var	har
flere	flere
generationer	generation
tilbage	tilbageplantageejere
plantageejere	plantageejerer
og	bomuldsproducenter
bomulds	bomuldsproducenter
producenter	
de	
byggede	byggedes
oval	ovalplantagen
plantagen	
nær	
clara	clara
historisk	historiskset
set	sette
et	
magtcenter	magtcenter
i	ide
de	det
delta	deltaer

en	én
håndboldkamp	håndboldkamp
er	af
først	førstrigtig
rigtig	rigtigt
lækker	lækkert
komma	komma
når	når
der	det
er	mange
mange	
finder	finner
komma	komma
sagde	sagte
han	hans
punktum	punktum

til	thi
spirit	spiridons
ons	
ros	
må	mon
det	de
siges	sir
at	han
han	
allerede	har
har	er
gjort	
alt	al
klar	klart

tænk	tænkt
hvis	vi
vi	i
var	har
rykket	rykkede
hurtigere	hurtigere
ind	inde
i	
somalia	somalia
med	men
hjælp	hjælpet
til	
fiskeriet	fiskeriets
langs	langskysten
kysten	kystene
og	havde
havde	have
hjulpet	hjulpet
folk	folket
til	tilbedre
bedre	bedres
levevilkår	levevilkåre
så	havde
havde	har
vi	i
måske	måsket
undgået	undgået
pirateri	piraterier
og	om
den	dens
militære	militæres
indsats	indsatse
der	da
var	er
nødvendige	nødvendig
for	at
at	komme
komme	kommet
det	dertil
til	tillivs
livs	livst

man	han
taler	tar
ikke	til
til	thi
ro	roland
land	

jamen	jamie
jeg	det
vil	ville
da	der
også	osse
enormt	gerne
gerne	møde
møde	mødet
ham	hr

vi	i
behøver	behører
ikke	at
at	lyne
lyne	
den	dem
bagpå	bagpå

otte	otteogtres
nul	nul
tre	tres
en	
to	toogfyrre
og	
fyrre	
seks	sekshundrede
hundrede	
og	
halvfjerds	

eskil	eskild
gundersen	gunnarsen
havde	have
en	meget
meget	megen
medrivende	medriven
måde	mode
at	og
more	morede
sig	så
på	

det	der
er	har
altså	en
en	teaterkrig
teater	teaterkrig
krig	
mellem	imellem
en	ingdis
lessig	lessie
og	og
en	nossie
ossi	ossie

for	fra
første	førstegang
gang	gange
oplevede	oplevede
jeg	jer
en	én
af	at
de	det
likviderede	likviderende
få	foretagsnavn
et	
navn	
og	han
han	
viste	viste
sig	også
også	osse
at	have
have	
en	søn
søn	
oven	ovenikøbet
i	
købet	
en	end
forfatter	forfattere
hvis	vi
tv	tvspil
spil	
i	
min	
barndom	barndomme
havde	har
været	været
med	men
til	at
at	
give	gi
mig	maa
et	ét
billede	
af	ad
de	det
voksne	voksende
sværen	sværden

sonne	sonna
min	mine
dreng	
københavn	københavner
er	af
dyr	
siger	sir
ja	sjalugin
login	
en	endda
dag	
da	der
sonne	sonna
kigger	kikker
forbi	fra
lejligheden	lejligheden

nu	når
fortæller	fortæl
patienten	patienten
sin	sine
partner	partnere
hvor	hvorgodt
godt	
det	de
er	
og	
siger	
åh	åhh
og	
ar	a
og	
der	da
er	en
en	
betydelig	betydeligt
respons	responsig
i	
septim	septum
nu	
klager	klager
han	hans
over	at
at	
føle	følge
sig	så
lidt	underlig
underlig	underligt
så	som
er	der
der	det
ingen	ingenbevægelse
bevægelse	bevægelser
der	da
foregår	får
lidt	lidt
forspil	forspilt
på	fra
dette	det
tidspunkt	tidspunkt
hvilket	hvilke
vi	vil
kan	ka
høre	høres
på	for
båndoptagelse	båndoptagelsen

jeg	de
bliver	blir
hos	host
dig	der
i	nat
nat	
sagde	sagte
han	hende
da	der
de	det
gik	gikke
over	overgaden
gaden	
og	om
karla	carla
standsede	standsede

er	har
du	det
dig	der
enu	nu

den	denne
maskine	maskiner
er	har
jo	afgået
afgået	afgået
ved	ved
døden	døden
for	forår
år	
siden	
men	mens
folk	folker
er	så
så	til
til	tilvænnet
vandet	
at	de
de	det
bare	bliver
bliver	blir
ved	været
med	at
at	
bruge	bruget
den	dem

så	sir
flyver	flirter
vi	i
alle	allesammen
sammen	
op	oppe
ved	
lyden	løden
af	er
et	hårdt
hårdt	hårdt
dunk	dunkt
på	paa
ruden	ruden
bag	på
sølv	sølvfoliet
foliet	

jeg	jer
sætter	sætter
mig	med
på	paa
roses	roses
plads	
og	holder
holder	holde
øje	øjet
med	
ene	én

selv	selvom
om	
de	det
fleste	flestes
brudepar	brudeparkender
kender	
til	thi
den	dens
høje	højeskilsmisse
skilsmisse	skilsmisseprocent
procent	
og	
dermed	derved
ved	vil
at	man
man	
i	praksis
praksis	
ikke	altid
altid	altid
bliver	blir
sammen	samme
kan	ka
man	han
ikke	lade
lade	lades
denne	den
empiriske	empiriske
viden	viden
influerer	influere
på	selve
selve	selveløftet
løftet	løftet
om	omtreskab
troskab	troskabet

slaver	slaverne
der	da
blev	bliver
sat	
i	arbejde
arbejde	arbejdet
til	thi
søs	søsagerhvervede
erhvervede	
sig	så
praktiske	praktisk
og	sociale
sociale	
færdigheder	færdigheders
og	af
et	udsyn
udsyn	
til	the
verden	værten
som	så
deres	dets
race	racefæller
fæller	
i	
en	
sukker	sukkereller
eller	
bomulds	bomuldsmark
mark	
aldrig	
fik	fiktiv

partiets	partiets
økonomiske	økonomiske
politik	politiker
var	varer
den	dens
tungest	tungestvejende
vejende	
begrundelse	begrundelse
men	med
holdning	holdningen
til	
flygtninge	flygtningespørgsmål
spørgsmål	
var	
den	dens
væsentligste	væsentligstes
enkeltfaktor	enkeltfaktor
viste	vist
undersøgelsen	undersøgelserne

han	hun
trak	trak
bare	bar
sax	saxkniven
kniven	
af	ad
skeden	skægen
og	lod
lod	lo
den	dem
dumpe	dumpes
ned	nede
på	
bro	broplanken
planken	
ved	
siden	sidene
af	ad
hende	henne

glædelig	glædeligt
jul	julmumlede
mumlede	mumledes
anders	annes
ironisk	ironiske
da	der
han	
og	
louise	louise
stak	stakkede
af	ad
fra	
den	dens
hjemlige	hjemligste
hygge	hygge
og	gik
gik	gik
tur	turde
ad	af
markvejen	markvejene
med	men
bos	bosspringene
springende	
foran	foransig
sig	så

vi	i
har	er
generelt	generel
kontrol	kontrollen
over	fra
de	det
farligste	farligstes
bakterie	bakterietyper
typer	
herhjemme	herhjemme
og	de
de	det
kan	stadig
stadig	stadigt
slås	slå
ihjel	med
med	i
den	dens
gammeldags	gammeldagsog
og	penicillin
penicillin	penicillinen

så	sir
så	sig
ingen	inge
skal	ska
sige	sir
at	heidi
heidi	heath
fortjener	fortjener
det	dét
der	da
er	skete
sket	

det	de
er	afgørende
afgørende	afgørende
at	vi
vi	
har	er
en	én
begyndelse	begyndelsesstilstand
stilstand	
for	fra
universet	university
der	da
er	meget
meget	
bestemt	bestemte
siger	sir
holger	holgerbech
bech	bech
nielsen	

afhandling	afhandlingen
om	og
robert	roberts
hefe	heath

de	det
gik	gik
bort	borte
med	armen
armen	armene
om	og
hinandens	hinanden
skulder	skulderdørken
dørken	
gyngede	gyngede
under	underdem
dem	den
og	de
de	det
fik	fiktive
den	denne
indskydelse	indskydelsen
som	så
altid	
på	samme
samme	
tid	
og	at
træde	trædede
i	
modsat	mossads
rytme	
så	som
deres	deresgang
gang	
kom	komme
til	at
at	
ligne	line
en	sømands
sømands	sømandsreol
reol	

det	de
er	var
ikke	bare
bare	en
en	én
indsamlings	indsamlingskonkurrence
konkurrence	
han	
står	står
i	spidsen
spidsen	
for	fra

afsendt	afsend
de	det
tre	første
første	
breve	brever

sikke	sikken
en	én
oplevelse	

det	de
var	er
i	september
september	september
to	totusinde
tusinde	tusind
og	tretten
tretten	tretten
de	der
havde	har
været	været
ambassadør	ambassadørpar
par	
i	
mindre	
end	to
to	toogtres
uger	ugers

kapitel	kapitlet
tre	treengel
engel	engelsk
min	mine
lille	lillesøster
søster	
er	allerede
allerede	
engel	engelsk
og	næsten
næsten	næstens
død	døde

nogen	nogle
skal	ska
dø	døe
i	inat
nat	
annika	annikka

da	der
min	morfar
morfar	
vågnede	vågnede
vidste	viste
han	hans
lige	ligepræcis
præcis	
hvor	hvorkomme
komme	kommefryseren
fryseren	
stod	stå
i	kælderen
kælderen	kælderen

denne	den
ruin	ruin
var	er
en	engang
gang	
et	ukueligt
ukueligt	ukulig
for	forstandsmenneske
stands	
menneske	
og	
en	én
blind	blindspiller
spiller	

derfor	dér
drømmer	drømmede
mange	mangefysikere
fysikere	fysikerne
stadigvæk	stadigvære
om	at
at	og
finde	finne
ud	udad
af	at
mere	marsamlet
samlet	samlede
trådene	tråden
i	en
en	
teori	
om	omalt
alt	altså
som	
i	to
to	totusinde
tusinde	tusind
og	
fjorten	fjorten
også	osse
var	varet
titlen	titlen
på	for
en	én
film	
om	og
den	dens
kendte	kendtes
britiske	britiskefysiker
fysiker	fysikerstephen
stephen	stevien
hawking	hawking
og	of
hans	han
jagt	jagte
på	
en	altomfattende
alt	altomfattende
omfattende	
forståelse	forståelse
af	er
universets	universitys
sammenhænge	sammenhænger

han	hun
talte	taltes
endda	en
sort	sortindimellem
ind	indimellem
imellem	
og	at
folk	folksad
sad	sagde
og	sendte
sendte	sendtes
hinanden	hinandens
blikke	blikket

allerede	allerede
mens	medens
jeg	jer
forberedte	forberedte
mig	til
til	tiloptagelse
optagelse	optagelsen
på	fra
universitetet	universitetet
tog	tog
han	hans
nærende	nærendes
skridt	skridte
til	at
at	
rejse	rejsede
denne	den
anklage	anklageri
i	imod
mod	
sig	
selv	

fremhæv	fremhæv
ændringer	ændring
med	i
back	backspace
space	

men	med
svaret	svaret
er	at
svært	svær
at	finne
finde	finne
for	forspørgsmålet
spørgsmålet	
peger	pege
tilbage	tilbaget
på	
tænkere	tænkerne
selv	så
vi	
kan	ka
kun	kunne
forstå	forståe
vores	vor
eget	egetsind
sind	
ved	vil
hjælp	hjælpet
af	ad
den	denne
hjerne	hjernevi
vi	ikke
ikke	forstår
forstår	forstå

måske	måsket
er	det
det	de
lige	ligelovligt
lovligt	lovlig
ustilkede	ustilket

meningerne	meningerne
divergerer	divergerede
med	ved
hensyn	hensynet
til	tilom
om	
dørvogteren	dørvogteren
med	ved
sin	sine
meddelelse	meddelser
om	at
at	han
han	
vil	ville
lukke	lukket
porten	porten
blot	blot
vil	ville
give	gi
et	svar
svar	
eller	at
understreger	understrege
sin	sine
tjeneste	tjenestepligt
pligt	
eller	ellerom
om	han
han	hans
endnu	nu
i	sidste
sidste	
øjeblik	øjeblik
vil	ville
hensætte	hensætte
manden	mandene
i	anger
anger	angere
og	
sorg	sår

de	det
fik	fiktive
et	par
par	
særdeles	særdelesvåde
våde	vådehåndtryk
håndtryk	håndtrykker
og	
i	min
min	
for	forflamske
flamske	
se	
bukkede	
jeg	jer
som	så
den	dens
velopdragne	velopdragnes
dreng	dreng
jeg	jer
var	varer

når	nå
man	han
er	ung
ung	unge
er	af
man	
udødelig	udødeligt
og	så
så	såbliver
bliver	blir
man	han
mere	mere
og	mere
mere	
dødelig	dødeligt
som	så
tiden	tiden
går	gå
og	til
til	tilsidst
sidst	
dør	dører
man	
god	godhjælpen
hjælp	
en	
af	er
det	dem

han	hans
nikker	nikkede
hen	henne
mod	imod
en	sort
sort	sortmasse
masse	

men	med
disse	de
kammerater	kammeraterne
der	er
ingen	ingen
der	da
kender	kender

et	ét
barn	baren
der	da
er	har
kommet	
ind	inde
i	
vanen	vanen
vil	ville
læse	læses
under	underdynen
dynen	
i	skæret
skæret	skæret
for	fra
sin	sine
lommelygte	lommelygte
sagde	sagte
hun	hund

hun	hundrede
hed	hedder
